,Player,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,PAtt,PrgP,Carries,PrgC,DAtt,Succ,PCmp%,#,Nation,Pos,Age,Team,annual_wages,total_transfers
1090,Stephane Bahoken,2715,9,3,0,1,83,37,4,0,909,22,12,24,12.7,11.9,2.3,37,4,391,551,37,570,43,38,21,0.709618875,19,CMR,AM,29-072,Angers,840000,150.1
1091,Willian Jose,2714,9,4,3,3,51,16,2,0,1080,17,4,16,7.4,5,4.2,81,7,662,847,53,568,30,27,14,0.781582054,12,BRA,FW,29-294,Betis,3000000,385.32
1092,Lucas Torreira,2713,6,1,0,0,32,14,12,1,1921,45,38,23,5.4,5.1,2.3,71,7,1465,1680,152,1018,16,15,7,0.87202381,18,URU,CM,25-212,Fiorentina,3850000,629.862
1093,Kevin Akpoguma,2711,3,2,0,0,14,6,6,0,2002,51,33,60,1.4,1.4,3,39,2,1291,1652,143,1084,46,57,27,0.781476998,25,NGA,RB,26-117,Hoffenheim,870000,298.42
1094,Andres Guardado,2711,1,1,0,0,26,8,8,0,2009,55,39,31,1,1,0.6,59,4,1452,1741,183,1153,39,26,19,0.834003446,18,MEX,DM,34-320,Betis,1910000,385.32
1095,Carlos Akapo,2709,1,0,0,0,12,2,7,1,1552,61,70,42,0.7,0.7,0.5,33,1,840,1188,66,608,47,31,18,0.707070707,15,EQG,RB,28-155,Cádiz,450000,16.2
1096,Jaime Mata,2709,6,0,1,2,48,18,15,1,1095,19,7,17,8.4,6.8,1.8,59,3,524,805,43,590,20,27,8,0.650931677,7,ESP,FW,32-293,Getafe,2140000,146.8
1097,Takefusa Kubo,2709,2,1,0,0,71,20,8,1,1280,39,23,40,5.2,5.2,5.1,110,7,596,855,108,829,104,114,67,0.697076023,17,JPN,"LW,RM",20-071,Mallorca,1000000,26.5
1098,Marvin Plattenhardt,2708,0,5,0,0,10,1,4,0,1882,40,18,27,0.6,0.6,5.3,93,12,1176,1649,111,823,60,20,12,0.713159491,21,GER,LB,29-201,Hertha BSC,1500000,316.645
1099,Otavio,2706,1,0,0,0,18,5,9,0,1911,90,44,29,0.6,0.6,0,36,2,1476,1656,102,1106,12,18,11,0.891304348,5,BRA,AM,27-096,Bordeaux,1800000,247.16
1100,Robin Koch,2706,0,0,0,0,22,2,4,0,1799,48,47,44,1.4,1.4,0.4,35,4,1219,1491,101,925,11,14,9,0.817572099,5,GER,"CM,DM",25-028,Leeds United,2400000,165.7
1101,Roberto Torres,2703,9,3,6,7,56,13,3,0,1461,22,24,20,7.6,2.8,3.7,88,6,787,1218,114,811,34,42,22,0.646141215,10,ESP,RM,32-169,Osasuna,710000,36.05
1102,Papu Gomez,2698,8,2,0,0,52,22,4,0,1856,28,14,28,2.4,2.3,3.1,94,11,1338,1563,154,1362,131,77,40,0.856046065,24,ARG,CM,33-181,Sevilla,6250000,807.11
1103,Samuel Chukwueze,2698,7,5,0,0,63,17,4,0,1409,25,15,15,7,7,7.7,116,12,732,996,94,991,173,204,105,0.734939759,11,NGA,RM,22-148,Villarreal,1880000,503.3
1104,Gregoire Defrel,2698,5,5,0,0,49,19,4,0,1098,28,11,20,6.1,6.1,2.7,85,7,690,799,81,665,49,63,34,0.863579474,92,MTQ,AM,30-065,Sassuolo,1570000,428.985
1105,Yuri Berchiche,2697,2,5,0,0,24,9,6,0,2049,49,24,33,1.1,1.1,3.3,59,7,1396,1766,162,1028,88,46,25,0.790486976,17,ESP,FW,31-347,Athletic Club,4200000,221.9
1106,Angel Montoro,2693,2,2,1,1,35,6,11,0,1645,41,33,24,2.3,1.5,4.2,90,5,1008,1397,162,809,5,9,4,0.72154617,19,ESP,LM,33-052,Granada,700000,52.25
1107,Alessandro Florenzi,2690,4,1,0,0,43,14,3,0,2053,52,44,16,2.7,2.7,3.3,62,4,1461,1821,131,1116,57,21,13,0.802306425,25,ITA,"RW,RB",30-165,Milan,5560000,851.405
1108,Joakim Maehle,2687,1,3,0,0,42,10,2,0,1993,39,25,35,3.3,3.3,2.4,85,8,1335,1668,138,1091,83,72,28,0.800359712,3,DEN,WB,24-093,Atalanta,1280000,633.372
1109,Matt Ritchie,2687,0,4,0,0,21,2,7,0,1579,32,25,27,1,1,4.1,91,7,921,1325,86,713,31,21,12,0.69509434,11,SCO,LB,31-339,Newcastle Utd,2340000,472.835
1110,Salvador Ferrer,2685,0,4,0,0,9,2,7,0,1964,52,42,37,0.2,0.2,2.5,58,7,1249,1671,113,966,52,20,13,0.747456613,21,ESP,LM,23-214,Spezia,320000,38.097
1111,Adrien Silva,2682,1,2,0,0,14,3,11,2,1872,73,53,49,0.6,0.6,1,55,6,1334,1551,151,996,22,38,27,0.860090264,5,POR,CM,32-161,Sampdoria,1410000,462.381
1112,Justin Kluivert,2681,7,6,0,0,48,17,8,1,1248,21,19,17,6.3,6.3,5.7,92,11,594,914,67,797,125,120,63,0.649890591,21,NED,LM,22-095,Nice,3720000,348.652
1113,Ashley Young,2675,1,6,0,0,25,8,6,0,1551,33,19,23,1.7,1.6,3.3,75,8,1034,1324,87,817,58,29,14,0.780966767,18,ENG,"LB,LW",36-036,Aston Villa,2570000,523.44
1114,Helibelton Palacios,2674,0,0,0,0,1,0,6,0,1570,89,23,30,0.1,0.1,0.1,29,2,962,1273,73,729,39,44,33,0.755695208,14,COL,WB,28-066,Elche,155000,23.7
1115,Lee Kang-in,2673,1,6,0,0,61,22,5,1,1431,28,7,23,2.6,2.6,4.7,113,9,849,1134,128,881,68,106,76,0.748677249,19,KOR,RW,20-204,Mallorca,250000,26.5
1116,Pierre Kalulu,2671,2,3,0,0,8,3,5,0,1963,79,45,45,1.2,1.2,1.4,36,5,1442,1656,118,1140,39,15,9,0.870772947,20,FRA,RB,21-106,Milan,770000,851.405
1117,Lucien Agoume,2668,0,0,0,0,17,1,8,0,1773,69,67,40,1.3,1.2,0.6,42,4,1270,1483,162,1013,22,40,28,0.856372218,10,FRA,DM,19-215,Brest,450000,73.8
1118,Ante Rebic,2667,13,6,0,0,73,29,6,1,1163,40,10,35,8.2,7.9,10.1,120,16,472,771,90,630,79,79,36,0.612191958,12,CRO,"LW,FW",27-336,Milan,4490000,851.405
1119,Luca Kilian,2663,1,0,0,0,6,2,4,0,1916,56,59,34,1.5,1.5,0,14,3,1351,1603,85,1107,12,3,1,0.84279476,15,GER,FW,21-348,Mainz 05,150000,223.85
1120,Romain Hamouma,2655,8,2,0,0,56,24,7,0,1359,22,11,25,7.5,7.4,4.7,95,6,644,952,82,818,89,118,48,0.676470588,21,FRA,RW,34-132,Saint-Étienne,1190000,178.1
1121,Nicolo Rovella,2655,0,5,0,0,28,6,9,0,2112,66,40,32,1.4,1.4,3.8,89,8,1472,1821,143,1276,46,42,28,0.808347062,65,ITA,CM,19-260,Genoa,1850000,511.115
1122,Lorenzo Tonelli,2652,1,0,0,0,20,5,15,0,1796,50,44,35,2.3,2.3,0.3,19,4,1205,1473,85,907,9,9,8,0.818058384,26,ITA,CB,31-237,Empoli,1850000,40.2
1123,Unai Garcia,2650,0,0,0,0,13,0,8,0,1276,40,36,35,0.7,0.7,0.5,13,1,740,989,72,572,16,9,8,0.748230536,4,ESP,CB,29-192,Osasuna,680000,36.05
1124,Jay Rodriguez,2647,3,4,0,0,72,20,6,0,951,45,6,44,7.2,7.2,3.4,54,7,387,593,42,479,34,43,20,0.652613828,19,ENG,FW,32-016,Burnley,1820000,257.44
1125,Olivier Giroud,2640,15,3,2,2,90,32,5,0,1005,19,8,17,14,12.4,3.6,70,6,478,703,28,382,8,10,6,0.679943101,9,FRA,FW,34-327,Milan,4490000,851.405
1126,Adnan Januzaj,2639,7,5,5,5,69,22,7,0,1755,26,15,22,9,5,6.8,132,18,883,1316,147,1117,110,146,91,0.670972644,11,BEL,RW,26-191,Real Sociedad,4000000,205.3
1127,Cristian Ansaldi,2638,1,9,1,1,24,7,3,0,1705,68,22,30,1.7,0.9,7.1,101,14,959,1404,107,933,115,70,36,0.683048433,15,ARG,WB,34-342,Torino,1850000,331.15
1128,Arkadiusz Milik,2636,16,3,4,4,96,37,3,0,983,23,5,14,15.3,12.1,2.7,52,9,527,682,49,562,30,23,9,0.772727273,9,POL,FW,27-217,Marseille,4800000,321.94
1129,Mattia De Sciglio,2635,1,3,0,0,9,3,6,2,1930,53,37,23,0.1,0.1,3.6,51,5,1352,1661,119,949,61,36,21,0.813967489,2,ITA,RB,28-312,Juventus,5560000,1577.673
1130,Stefano Sturaro,2634,1,0,0,0,15,2,17,0,1337,58,27,35,1,1,1.2,43,1,678,1026,97,584,15,24,11,0.660818713,27,ITA,WB,28-165,Genoa,1540000,511.115
1131,Sebastian Rudy,2631,4,4,0,0,30,13,9,0,1767,61,25,38,2.6,2.6,2.7,90,11,1081,1497,166,828,24,29,13,0.722110888,16,GER,DM,31-167,Hoffenheim,4400000,298.42
1132,Jean Lucas,2628,1,3,0,0,51,14,8,2,1936,65,23,25,3.9,3.9,2.9,72,7,1323,1602,162,1259,76,85,60,0.825842697,11,BRA,"CM,AM",23-045,Monaco,800000,1265.23
1133,Paul Baysse,2625,2,2,0,0,11,2,5,1,1995,36,52,33,1.5,1.5,0.4,17,2,1504,1719,88,1222,17,2,2,0.874927283,24,FRA,LM,33-319,Bordeaux,410000,247.16
1134,Ryan Sessegnon,2621,2,5,0,0,11,3,6,0,1731,72,37,44,1.1,1.1,4.5,51,8,1031,1362,90,890,75,55,18,0.756975037,19,ENG,WB,21-187,Tottenham,3000000,699.47
1135,Marcus Thuram,2620,11,3,0,0,89,31,5,1,1225,30,20,32,12.5,12.5,3.5,91,15,558,801,61,703,109,112,68,0.696629213,10,FRA,FW,24-007,M'Gladbach,3200000,247.63
1136,Serge Aurier,2615,2,4,0,0,26,8,4,0,2079,69,30,42,1.9,1.9,4.9,54,6,1395,1722,118,1046,49,51,31,0.81010453,25,CIV,RB,28-303,Villarreal,1170000,503.3
1137,Cucho,2613,7,5,0,0,62,21,8,0,1257,32,11,31,5.3,5.3,3.1,84,11,576,909,79,760,73,82,48,0.633663366,29,COL,"LW,FW",22-116,Watford,870000,304.33
1138,Kostas Manolas,2611,0,0,0,0,8,3,6,0,1988,33,27,24,0.9,0.9,0.2,23,2,1665,1789,86,1287,6,3,2,0.930687535,44,GRE,CB,30-069,Napoli,7410000,733.75
1139,Jeong Woo-yeong,2605,9,2,0,0,65,25,1,0,1296,24,18,16,6.7,6.7,2.9,79,8,731,1006,108,771,63,53,26,0.726640159,29,KOR,AM,21-328,Freiburg,390000,190.475
1140,Federico Fernandez,2602,0,0,0,0,10,3,4,0,1434,32,21,51,0.4,0.4,0.8,19,2,897,1105,44,705,1,1,0,0.811764706,18,ARG,CB,32-175,Newcastle Utd,2460000,472.835
1141,Alex Meret,2599,0,0,0,0,0,0,0,0,846,0,0,0,0,0,0,3,0,717,802,0,517,0,0,0,0.894014963,1,ITA,GK,24-153,Napoli,1850000,733.75
1142,Borja Mayoral,2595,16,4,1,1,56,21,4,0,873,10,4,15,9.3,8.5,2.7,81,14,480,632,59,511,48,51,24,0.759493671,25,ESP,FW,24-290,Getafe,4790000,146.8
1143,Suso,2594,3,5,0,0,54,19,2,0,1619,24,8,16,2.5,2.5,4.6,121,17,1117,1393,188,1139,78,81,65,0.801866475,7,ESP,RW,27-277,Sevilla,6300000,807.11
1144,Kevin Agudelo,2593,4,3,0,0,40,15,6,1,1127,83,18,52,3.7,3.7,2,77,10,508,717,89,648,91,127,72,0.708507671,33,COL,CM,22-302,Spezia,740000,38.097
1145,Jonas Martin,2587,1,1,0,0,21,4,11,0,2312,46,35,28,1.1,1.1,1.3,49,6,1873,2078,158,1415,13,18,10,0.901347449,28,FRA,CM,31-166,Rennes,1440000,469.93
1146,Tanguy Coulibaly,2585,2,2,0,0,39,12,10,0,1209,53,14,34,3.3,3.3,2.9,65,4,579,797,43,706,73,122,72,0.726474279,7,FRA,AM,20-206,Stuttgart,200000,175.73
1147,Leonardo Balerdi,2584,2,0,0,0,15,4,10,2,2167,38,47,28,1.9,1.9,0,15,3,1674,1883,89,1392,17,26,21,0.889006904,5,ARG,CB,22-194,Marseille,990000,321.94
1148,Unai Lopez,2584,3,0,0,0,44,17,12,0,2137,46,28,27,2.1,2.1,3.1,103,3,1540,1865,165,1125,41,49,29,0.825737265,12,ESP,DM,25-316,Rayo Vallecano,590000,31.8
1149,Nadiem Amiri,2573,2,7,0,0,58,20,5,0,1753,18,12,25,3.3,3.3,5.3,110,11,1152,1438,146,1015,62,68,33,0.801112656,8,GER,"RW,AM",25-101,Genoa,3210000,511.115
1150,Aleksandr Golovin,2571,8,13,0,0,50,19,6,1,1664,68,23,47,5.5,5.5,8.8,123,20,944,1344,123,987,96,64,40,0.702380952,17,RUS,"LW,FW",25-068,Monaco,2270000,1265.23
1151,Inigo Lekue,2569,0,2,0,0,9,2,4,0,1927,41,27,45,0,0,2.7,50,5,1201,1622,111,928,75,51,26,0.740443896,15,ESP,RB,28-104,Athletic Club,1550000,221.9
1152,Miguel Veloso,2569,2,5,2,2,27,6,8,1,1970,47,23,30,2.5,0.9,2.3,80,10,1331,1720,188,966,50,18,15,0.773837209,4,POR,CM,35-102,Hellas Verona,930000,177.008
1153,Ardian Ismajli,2569,1,1,0,0,11,2,10,1,1749,32,47,31,0.9,0.9,0.5,20,4,1255,1462,91,994,22,3,1,0.858413133,34,ALB,CB,24-325,Empoli,1670000,40.2
1154,Marko Pjaca,2567,6,2,0,0,50,22,0,0,1231,20,11,17,4.5,4.5,2.7,81,4,738,918,96,805,77,87,46,0.803921569,11,CRO,LW,26-107,Torino,2780000,331.15
1155,Allan Nyom,2567,0,2,0,0,10,2,11,1,1236,41,24,18,1,1,2.4,36,2,638,992,63,562,37,25,11,0.643145161,4,CMR,LM,33-159,Getafe,620000,146.8
1156,Alvaro Odriozola,2562,3,2,0,0,7,4,4,1,1741,39,14,23,1.8,1.8,4,71,5,1283,1496,69,996,105,43,20,0.857620321,29,ESP,RB,25-271,Fiorentina,4490000,629.862
1157,Federico Bonazzoli,2561,12,3,2,2,80,25,8,0,1039,30,8,21,8.7,7.1,2.2,61,6,555,729,64,612,37,47,25,0.761316872,9,ITA,FW,24-093,Salernitana,1850000,14.35
1158,Aihen Munoz,2552,0,1,0,0,11,1,10,1,1781,51,27,23,0.3,0.3,0.9,39,4,1082,1519,92,821,62,45,24,0.712310731,12,ESP,LB,23-364,Real Sociedad,990000,205.3
1159,Pere Pons,2552,3,0,0,0,24,8,2,0,992,46,13,25,2.3,2.3,1.5,46,1,537,723,73,507,37,36,13,0.742738589,20,ESP,DM,28-175,Alavés,1050000,82.63
1160,Sanjin Prcic,2539,1,1,0,0,53,13,5,0,1901,50,51,22,1.4,1.4,2,73,5,1376,1645,197,1150,23,16,9,0.836474164,14,BIH,CM,27-267,Strasbourg,840000,102.65
1161,Bertrand Traore,2537,7,6,0,0,72,24,1,0,1262,29,15,23,6.7,6.7,4,94,11,630,892,89,787,63,116,62,0.706278027,15,BFA,RM,25-342,Aston Villa,4050000,523.44
1162,Renato Steffen,2533,5,5,0,0,43,16,9,0,1374,44,35,28,5.1,5.1,3.6,92,10,775,1076,93,738,64,32,18,0.720260223,11,SUI,LW,29-284,Wolfsburg,1200000,323.78
1163,Fabian Kunze,2530,0,0,0,0,18,2,15,0,1385,73,37,36,0.7,0.7,0.9,35,0,808,1077,115,619,17,35,16,0.750232126,16,GER,RM,23-061,Arminia,50000,10.985
1164,Armando Izzo,2530,2,0,0,0,22,6,7,0,1800,46,70,27,2.1,2.1,0.2,39,0,1213,1514,130,1008,41,18,12,0.801188904,5,ITA,CB,29-172,Torino,3150000,331.15
1165,Paul Lasne,2528,0,1,0,0,13,2,5,1,1790,72,71,36,1.1,1.1,1.4,44,4,1271,1500,103,1125,18,13,11,0.847333333,8,FRA,CM,32-329,Brest,660000,73.8
1166,Oleksandr Zinchenko,2525,0,4,0,0,28,8,0,0,2816,45,37,28,1,1,3.6,78,13,2293,2590,231,1700,70,21,13,0.885328185,11,UKR,LB,24-243,Manchester City,1040000,1252.81
1167,Alex Ferrari,2523,1,1,0,0,4,1,7,0,1634,67,62,49,0.5,0.5,1,19,2,1094,1316,71,851,8,16,5,0.831306991,25,ITA,RB,27-113,Sampdoria,740000,462.381
1168,Tino Kadewere,2515,11,3,0,0,77,30,4,1,1145,42,25,23,12.6,12.6,4.4,84,12,586,792,53,712,48,66,37,0.73989899,11,ZIM,RW,25-222,Lyon,1080000,800.84
1169,Saul Niguez,2513,2,1,0,1,37,13,11,0,1863,77,26,49,3.1,2.3,2.2,44,2,1282,1533,97,877,23,23,18,0.836268754,17,ESP,CM,26-294,Chelsea,10310000,1491.716
1170,Niko Giesselmann,2513,3,6,0,0,31,12,6,0,1632,36,26,35,3.5,3.5,1.9,63,8,939,1380,103,712,24,22,4,0.680434783,23,GER,LB,29-322,Union Berlin,600000,59.57
1171,Zlatan Ibrahimovic,2509,23,4,3,7,125,52,4,1,1279,5,9,7,23.6,18.5,3.6,112,16,684,972,111,623,44,31,16,0.703703704,11,SWE,FW,39-344,Milan,8970000,851.405
1172,Mathias Pereira Lage,2507,8,3,0,0,47,16,5,0,1342,50,36,39,4.5,4.5,2.1,58,7,699,987,80,721,46,59,30,0.708206687,27,POR,WB,24-251,Angers,400000,150.1
1173,Rodrygo,2506,5,10,0,0,59,20,4,0,1464,33,18,36,5.2,5.2,6.1,110,21,888,1102,77,1025,121,98,45,0.805807623,21,BRA,RW,20-217,Real Madrid,7500000,1178.05
1174,Dani Carvajal,2501,1,5,0,0,19,4,6,0,2308,70,33,41,0.8,0.8,2.9,57,11,1693,2003,121,1246,50,32,18,0.845232152,2,ESP,RB,29-223,Real Madrid,9190000,1178.05
1175,Julian Ryerson,2498,2,2,0,0,23,6,5,0,1510,49,27,25,1.3,1.3,2.4,52,4,899,1213,82,725,45,50,30,0.741137675,6,NOR,RB,23-270,Union Berlin,540000,59.57
1176,Nathaniel Clyne,2496,0,2,0,0,7,3,3,0,1525,38,33,14,0.2,0.2,0.7,20,3,1009,1320,78,723,32,12,8,0.764393939,17,ENG,RB,30-244,Crystal Palace,4200000,255.145
1177,Aleix Vidal,2496,2,1,0,0,7,3,12,0,1844,40,37,29,0.6,0.6,3.1,77,4,1300,1598,123,959,58,41,16,0.813516896,22,ESP,RM,32-006,Espanyol,220000,207.45
1178,Simone Verdi,2495,7,5,1,1,77,28,9,0,1382,32,11,12,7,6.3,7,141,14,724,1084,106,773,87,109,66,0.667896679,24,ITA,LW,29-040,Torino,3150000,331.15
1179,Timothy Weah,2494,6,4,0,0,58,18,3,1,1138,34,14,23,6.6,6.6,5.1,68,9,633,872,62,723,81,52,27,0.725917431,22,USA,"WB,FW",21-167,Lille,700000,675.665
1180,Nampalys Mendy,2491,0,1,0,0,5,3,8,0,1828,38,25,19,0,0,0.1,27,5,1479,1621,102,1141,25,16,10,0.912399753,24,SEN,CM,29-255,Leicester City,2860000,721.915
1181,Maxime Busi,2491,1,1,0,0,14,4,6,0,1794,49,33,33,1.1,1.1,2.1,52,2,1200,1495,126,1051,68,52,27,0.802675585,4,BEL,"WB,LM,LW",22-087,Reims,1090000,131.05
1182,Hakim Ziyech,2491,6,6,0,0,87,31,6,0,1844,33,20,20,5.1,5.1,6.7,140,12,1091,1497,179,1180,77,100,47,0.728790915,22,MAR,AM,28-156,Chelsea,5200000,1491.716
1183,Batista Mendy,2489,1,1,0,0,14,6,5,0,1525,50,35,40,0.7,0.7,0.7,22,2,1091,1280,120,1010,20,32,22,0.85234375,2,FRA,CM,21-215,Angers,550000,150.1
1184,Jeremie Frimpong,2488,1,6,0,0,14,4,7,0,1831,39,18,28,0.7,0.7,5,66,13,1202,1494,99,1090,142,106,62,0.804551539,30,NED,RB,20-247,Leverkusen,2100000,585.95
1185,Nemanja Matic,2488,0,4,0,0,12,4,5,0,2352,56,53,40,0.3,0.3,2.6,54,9,1832,2079,184,1466,72,43,34,0.881192881,31,SRB,DM,33-013,Manchester Utd,6240000,947.13
1186,Cengiz Under,2481,10,4,1,1,66,20,2,1,1377,22,16,16,6.3,5.5,6,98,11,781,1076,80,982,76,91,40,0.725836431,17,TUR,RW,24-025,Marseille,5450000,321.94
1187,Philipp Forster,2476,5,2,0,1,48,17,8,0,1438,42,18,30,6.1,5.3,3.3,86,6,927,1141,139,858,102,47,22,0.812445223,20,GER,AM,26-191,Stuttgart,380000,175.73
1188,Yeremi Pino,2475,9,5,0,0,40,20,6,0,1236,51,15,53,6.3,6.3,4.8,75,10,651,837,68,793,78,101,53,0.777777778,30,ESP,RM,18-300,Villarreal,1670000,503.3
1189,Mario Gaspar,2474,0,2,0,0,20,4,4,0,1771,65,36,32,1.1,1.1,2.5,43,5,1216,1495,114,787,42,23,14,0.813377926,2,ESP,RM,30-278,Villarreal,3330000,503.3
1190,Sergio Postigo,2471,0,0,0,0,3,0,7,0,1488,27,40,28,0.2,0.2,0.2,16,1,1024,1238,83,805,11,4,3,0.827140549,15,ESP,CB,32-311,Levante,440000,129.3
1191,Tiemoue Bakayoko,2465,2,1,0,0,20,4,9,1,1823,88,45,32,1.2,1.2,1,41,4,1349,1532,125,988,18,36,29,0.880548303,41,FRA,DM,27-026,Milan,4630000,851.405
1192,Johann Berg Gudmundsson,2465,2,1,0,0,38,13,4,0,1086,35,29,22,2.7,2.7,1,50,2,564,814,47,628,52,49,24,0.692874693,7,ISL,"RM,LW,LM",30-291,Burnley,1560000,257.44
1193,Eldor Shomurodov,2461,11,5,0,0,70,28,3,0,1059,33,8,25,10.3,10.3,4.9,78,11,481,708,49,587,61,46,18,0.679378531,14,UZB,FW,26-054,Roma,1920000,1045.163
1194,Junior Dina Ebimbe,2460,1,1,0,0,49,14,7,0,1357,47,16,22,3.6,3.6,2.3,69,4,826,1015,88,898,72,123,65,0.813793103,36,FRA,LM,20-259,Paris S-G,250000,1076.2
1195,Oihan Sancet,2457,8,6,0,0,48,20,4,0,1094,20,10,6,6.6,6.6,4.2,86,10,601,800,117,669,54,62,41,0.75125,8,ESP,FW,21-113,Athletic Club,1400000,221.9
1196,Dalbert Henrique,2454,0,3,0,0,13,1,12,0,1431,50,29,36,1.6,1.6,2.2,63,6,829,1120,68,661,44,31,11,0.740178571,29,BRA,LM,27-349,Cagliari,2220000,235.996
1197,Gabriel Martinelli,2449,8,7,1,1,71,23,3,1,1154,34,28,32,10.7,10,6.3,93,14,560,770,45,711,102,104,58,0.727272727,35,BRA,"LW,FW",20-056,Arsenal,4680000,922.52
1198,Aitor Ruibal,2449,2,2,0,0,53,17,8,0,1244,53,19,34,3.9,3.9,3.3,88,4,669,897,82,740,61,86,50,0.745819398,24,ESP,LW,25-145,Betis,440000,385.32
1199,Federico Bernardeschi,2447,1,5,0,0,46,13,8,0,1483,25,19,18,2.5,2.5,4.8,105,9,899,1177,112,884,77,93,54,0.763806287,20,ITA,LM,27-187,Juventus,7410000,1577.673
1200,Tariq Lamptey,2447,1,3,0,0,25,6,8,1,1631,53,40,21,1.3,1.3,3.3,77,7,965,1264,62,988,121,90,42,0.763449367,2,GHA,WB,21-016,Brighton,1820000,447.14
1201,El Bilal Toure,2439,6,5,1,1,51,19,6,0,925,35,12,18,7.3,6.5,2.3,42,9,447,618,43,441,35,41,18,0.723300971,27,MLI,LW,19-316,Reims,250000,131.05
1202,Juan Miranda,2435,1,4,0,0,16,5,7,0,1775,48,44,28,0.7,0.7,2.9,38,7,1076,1466,101,721,28,19,8,0.733969986,33,ESP,LB,21-213,Betis,360000,385.32
1203,Yussuf Poulsen,2433,11,4,0,0,73,27,3,0,1117,23,9,29,10.2,10.2,3.4,71,12,528,770,67,601,38,59,38,0.685714286,9,DEN,FW,27-066,RB Leipzig,4000000,693.79
1204,Nehuen Perez,2433,0,1,0,0,15,2,10,0,1238,50,33,32,1.6,1.6,0.5,18,3,743,973,46,562,18,17,9,0.763617677,2,ARG,RB,21-136,Udinese,860000,321.167
1205,Fraser Forster,2430,0,0,0,0,0,0,1,0,975,2,0,0,0,0,0,3,0,514,876,0,459,0,0,0,0.586757991,44,ENG,GK,33-284,Southampton,3640000,503.82
1206,Keita Balde,2426,10,2,0,0,71,30,6,1,884,17,4,16,9.1,9.1,3,68,8,417,575,48,536,54,44,22,0.725217391,9,SEN,FW,26-188,Cagliari,1030000,235.996
1207,Riccardo Sottil,2423,5,3,0,0,47,19,7,1,1034,16,6,7,4,4,4.2,74,8,577,768,86,771,158,111,66,0.751302083,33,ITA,LW,22-080,Fiorentina,1110000,629.862
1208,Eric Garcia,2422,0,0,0,0,8,4,5,1,2243,35,48,26,0.3,0.3,0.1,29,1,1893,2031,159,1580,44,3,2,0.932053176,24,ESP,CB,20-218,Barcelona,3000000,1752
1209,Charles Traore,2418,1,0,0,0,3,2,9,0,1699,69,51,37,0.2,0.2,0.2,22,1,989,1380,96,733,43,22,9,0.716666667,14,MLI,LB,29-217,Nantes,540000,145.4
1210,Gio Reyna,2415,6,6,0,0,49,18,1,0,1502,31,11,20,6,6,6.9,93,11,951,1205,74,911,78,87,50,0.789211618,7,USA,AM,18-274,Dortmund,130000,1092.74
1211,Rafinha,2411,1,4,0,0,38,10,5,0,2232,97,25,39,3.9,3.9,3,93,9,1640,1859,173,1486,89,79,47,0.882194728,12,BRA,LM,28-183,Paris S-G,3250000,1076.2
1212,Oliver Torres,2408,2,6,0,0,24,8,4,0,1941,56,21,25,1.7,1.7,3.4,82,12,1383,1682,206,1232,63,67,49,0.822235434,21,ESP,LW,26-341,Sevilla,7450000,807.11
1213,Marcus Coco,2404,1,3,0,0,25,5,8,1,1298,70,30,27,1.3,1.3,2,58,6,645,944,62,735,64,67,37,0.683262712,11,FRA,LW,25-043,Nantes,480000,145.4
1214,Joshua King,2396,5,3,1,1,52,17,5,0,917,23,9,18,9.3,8.5,3.9,65,9,401,569,44,475,50,74,34,0.704745167,7,NOR,"LW,FW",29-218,Watford,2600000,304.33
1215,Ryan Fraser,2393,2,5,0,0,37,13,5,1,1021,14,17,12,3.5,3.5,4,93,10,574,854,52,611,56,8,4,0.672131148,21,SCO,CM,27-172,Newcastle Utd,1820000,472.835
1216,Raphael Framberger,2388,0,1,0,0,2,1,9,1,1533,68,45,32,0,0,2.3,48,1,775,1190,72,602,68,33,15,0.651260504,32,GER,DM,25-349,Augsburg,570000,132.01
1217,Marash Kumbulla,2388,1,0,0,0,13,5,14,0,1644,37,40,29,1.7,1.7,0.5,17,0,1245,1424,74,990,14,5,5,0.874297753,24,ALB,CB,21-261,Roma,3330000,1045.163
1218,Giulian Biancone,2384,1,2,0,0,29,9,11,0,1704,73,54,24,1.6,1.6,0.9,47,3,1005,1369,93,966,62,30,13,0.734112491,4,FRA,LB,21-137,Troyes,30000,21.8
1219,Sebastian Rode,2384,2,0,0,0,9,5,11,0,1726,59,60,41,0.8,0.8,1.7,75,7,1213,1455,166,835,46,12,8,0.833676976,17,GER,CM,31-013,Eint Frankfurt,2100000,340.805
1220,Sebastian Andersson,2383,6,1,1,1,74,25,4,0,774,14,5,18,10.7,9.9,1.3,34,7,315,481,34,353,16,21,10,0.654885655,9,SWE,FW,30-031,Köln,890000,132.055
1221,Marvin Zeegelaar,2383,1,0,0,0,12,1,8,0,1373,55,36,33,1.6,1.6,0.9,31,0,831,1090,93,663,39,40,26,0.762385321,4,NED,CB,31-010,Udinese,640000,321.167
1222,Anthony Gordon,2373,4,2,0,0,44,18,4,0,1161,57,23,50,3.7,3.7,3.8,78,5,504,770,53,628,77,86,40,0.654545455,24,ENG,LM,20-171,Everton,520000,830.13
